date,ttt_group,clicks_A,clicks_B,clicks_C,cost_A,cost_B,cost_C,bookings_A,bookings_B,bookings_C,booking_rev_A,booking_rev_B,booking_rev_C,year,month,day,total_clicks,total_bookings,total_cost,total_revenue
2019-04-29,long,11133,14610,616272,5399,7330,493577,268,282,14856,41178,44277,2239051,2019,4,29,642015,15406,506306,2324506
2019-05-06,short,620351,364773,147237,603139,331876,119597,29931,14080,7104,4568901,2305311,1148719,2019,5,6,1132361,51115,1054612,8022931
2019-05-06,medium,279509,30228,308266,223551,18308,249588,11156,965,12304,1678613,151848,1973929,2019,5,6,618003,24425,491447,3804390
2019-05-06,long,10788,12739,612719,5310,6402,499734,265,250,15034,42969,38758,2400084,2019,5,6,636246,15549,511446,2481811
2019-05-13,short,611584,381861,140745,590267,347479,113050,29498,14734,6788,4700406,2251465,1049106,2019,5,13,1134190,51020,1050796,8000977
2019-05-13,medium,321613,34145,330216,257438,20650,265198,12847,1091,13191,2120583,171794,2075597,2019,5,13,685974,27129,543286,4367974
2019-05-13,long,12602,12775,596084,6294,6391,482090,315,255,14881,51631,38445,2265903,2019,5,13,621461,15451,494775,2355979
2019-05-20,short,629097,387634,153713,607481,352330,124459,30322,14947,7409,4653528,2408292,1125625,2019,5,20,1170444,52678,1084270,8187445
2019-05-20,medium,369901,35565,357683,297773,21364,286732,14805,1139,14316,2336574,175634,2262092,2019,5,20,763149,30260,605869,4774300
2019-05-20,long,15730,14400,568075,8038,7278,454524,399,292,14412,60759,44112,2435418,2019,5,20,598205,15103,469840,2540289
2019-05-27,short,684348,412142,163098,662360,374399,131951,32964,15882,7856,5023239,2600241,1204969,2019,5,27,1259588,56702,1168710,8828449
2019-05-27,medium,395723,37296,407700,319539,22417,330439,15877,1197,16358,2458801,184204,2497181,2019,5,27,840719,33432,672395,5140186
2019-05-27,long,15446,14550,537601,7967,7449,432156,398,300,13844,65279,46557,2112834,2019,5,27,567597,14542,447572,2224670
2019-06-03,short,794156,446000,179953,771003,402869,145116,38247,17184,8667,6083280,2581210,1309545,2019,6,3,1420109,64098,1318988,9974035
2019-06-03,medium,441089,41860,428359,355887,25162,344353,17745,1347,17233,2914251,203717,2643445,2019,6,3,911308,36325,725402,5761413
2019-06-03,long,15331,10474,505421,8060,5250,411314,400,219,13201,60785,34034,2003407,2019,6,3,531226,13820,424624,2098226
2019-06-10,short,860354,561794,199830,830447,514132,160710,41441,21648,9625,6771868,3455318,1494372,2019,6,10,1621978,72714,1505289,11721558
2019-06-10,medium,457647,43062,470172,369786,25895,381191,18460,1390,18965,2889078,210823,3033442,2019,6,10,970881,38815,776872,6133343
2019-06-10,long,16535,10809,462985,8763,5432,372127,438,229,12251,68008,34397,1982193,2019,6,10,490329,12918,386322,2084598
2019-06-17,short,1002372,576903,254435,967400,519624,206882,48297,22238,12259,7832638,3640521,1858919,2019,6,17,1833710,82794,1693906,13332078
2019-06-17,medium,488563,48287,482048,396234,29324,390294,19759,1562,19496,3199500,248105,2961443,2019,6,17,1018898,40817,815852,6409048
2019-06-17,long,14104,8628,423458,7568,4354,347663,377,185,11325,58275,28244,1788181,2019,6,17,446190,11887,359585,1874700
2019-06-24,short,1120708,647305,262545,1083588,584363,211733,54012,24957,12653,8228707,3918335,2108911,2019,6,24,2030558,91622,1879684,14255953
2019-06-24,medium,542285,48496,463095,442855,29287,370796,21991,1573,18779,3450739,248754,2817956,2019,6,24,1053876,42343,842938,6517449
2019-06-24,long,15032,8795,376809,8167,4469,306226,405,189,10141,61529,28520,1553741,2019,6,24,400636,10735,318862,1643790
2019-07-01,short,1222282,716031,268753,1184335,648941,215491,58914,27610,12954,9757420,4239190,2045729,2019,7,1,2207066,99478,2048767,16042339
2019-07-01,medium,535675,46587,489572,438165,28082,395974,21777,1515,19903,3498010,246537,3212598,2019,7,1,1071834,43195,862221,6957145
2019-07-01,long,13537,7407,334967,7321,3715,270533,364,159,9002,56267,25272,1431290,2019,7,1,355911,9525,281569,1512829
2019-07-08,short,1307783,765826,302638,1263400,691966,243488,63050,29537,14591,9571709,4582917,2413961,2019,7,8,2376247,107178,2198854,16568587
2019-07-08,medium,547491,46572,476379,447164,27953,382375,22313,1518,19414,3565165,248312,3080511,2019,7,8,1070442,43245,857492,6893988
2019-07-08,long,11599,7983,295526,6204,4075,236920,308,169,7837,46973,26925,1193423,2019,7,8,315108,8314,247199,1267321
2019-07-15,short,1397105,825228,293921,1359252,751732,235330,67379,31839,14175,10301174,5246452,2328151,2019,7,15,2516254,113393,2346314,17875777
2019-07-15,medium,521680,47253,480741,426504,28614,389040,21325,1545,19652,3266111,236524,2968706,2019,7,15,1049674,42522,844158,6471341
2019-07-15,long,7920,6550,267653,4100,3311,215165,204,135,6907,32066,21086,1040833,2019,7,15,282123,7246,222576,1093985
2019-07-22,short,1466023,816809,322675,1421771,736304,258990,70723,31523,15566,10740587,4861215,2346435,2019,7,22,2605507,117812,2417065,17948237
2019-07-22,medium,492219,40410,478555,404357,24288,391751,20195,1326,19635,3207806,211101,3032572,2019,7,22,1011184,41156,820396,6451479
2019-07-22,long,4698,5062,249587,2338,2542,204048,116,100,6182,17831,15250,986408,2019,7,22,259347,6398,208928,1019489
2019-07-29,short,1422437,861354,356561,1374599,781796,289844,68632,33248,17204,10386272,4988740,2710532,2019,7,29,2640352,119084,2446239,18085544
2019-07-29,medium,513875,42371,400089,425130,25660,320799,21166,1396,16479,3297885,211981,2763754,2019,7,29,956335,39041,771589,6273620
2019-07-29,long,3520,6069,237634,1670,3082,190869,83,114,5589,13227,17483,926547,2019,7,29,247223,5786,195621,957257
2019-08-05,short,1471837,829125,339532,1425558,747464,273768,71029,32010,16385,10876076,4860323,2468127,2019,8,5,2640494,119424,2446790,18204526
2019-08-05,medium,474585,39771,373136,393437,24184,300173,19615,1315,15422,3005467,198004,2400781,2019,8,5,887492,36352,717794,5604252
2019-08-05,long,2795,5756,222698,1294,2917,178207,64,106,5129,9622,16793,830156,2019,8,5,231249,5299,182418,856571
2019-08-12,short,1467670,808042,330331,1428569,729974,266847,70843,31203,15945,10976375,5050381,2476328,2019,8,12,2606043,117991,2425390,18503084
2019-08-12,medium,449265,32371,323854,375299,19464,259690,18624,1074,13425,3017449,167768,2119068,2019,8,12,805490,33123,654453,5304285
2019-08-12,long,2549,4929,203647,1189,2497,164300,59,92,4749,8878,14139,721580,2019,8,12,211125,4900,167986,744597
2019-08-19,short,1391301,827141,314764,1346535,750146,252989,67174,31948,15197,10513820,4796651,2279742,2019,8,19,2533206,114319,2349670,17590213
2019-08-19,medium,386289,30068,297325,321442,18184,239448,16044,999,12349,2452130,159747,1961227,2019,8,19,713682,29392,579074,4573104
2019-08-19,long,2851,4510,188722,1355,2269,151447,68,86,4480,10922,13500,730620,2019,8,19,196083,4634,155071,755042
2019-08-26,short,1336908,762764,313444,1297467,690114,253754,64578,29475,15141,9787939,4659161,2352715,2019,8,26,2413116,109194,2241335,16799815
2019-08-26,medium,326785,28341,264216,271990,17377,214147,13586,943,10985,2310779,143574,1883555,2019,8,26,619342,25514,503514,4337908
2019-08-26,long,3182,4014,176364,1549,2012,141831,77,78,4276,11902,12311,664426,2019,8,26,183560,4431,145392,688639
2019-09-02,short,1253868,697144,277877,1217089,628821,223421,60601,26955,13430,9559947,4186612,2047666,2019,9,2,2228889,100986,2069331,15794225
2019-09-02,medium,293441,25437,212866,246180,15720,171558,12212,847,8858,1877356,135114,1337368,2019,9,2,531744,21917,433458,3349838
2019-09-02,long,3509,3728,170349,1742,1865,137392,87,74,4221,13685,11617,650477,2019,9,2,177586,4382,140999,675779
2019-09-09,short,1138132,606547,232349,1111466,547522,186032,55026,23460,11234,8292888,3760686,1793095,2019,9,9,1977028,89720,1845020,13846669
2019-09-09,medium,250260,17765,187379,209157,10667,151040,10426,592,7806,1607218,90847,1297973,2019,9,9,455404,18824,370864,2996038
2019-09-09,long,4062,4097,168147,2051,2071,135244,103,83,4245,15640,13269,636768,2019,9,9,176306,4431,139366,665677
2019-09-16,short,923720,582482,206062,896205,533479,165738,44656,22528,9962,6917701,3490534,1609660,2019,9,16,1712264,77146,1595422,12017895
2019-09-16,medium,217032,16253,154778,181449,9828,124048,9040,542,6447,1422702,85654,985839,2019,9,16,388063,16029,315325,2494195
2019-09-16,long,4460,3921,172177,2280,1973,138970,114,80,4393,17268,12323,669323,2019,9,16,180558,4587,143223,698914
2019-09-23,short,803348,494997,180620,777560,450967,145070,38841,19146,8733,6180533,3058198,1361748,2019,9,23,1478965,66720,1373597,10600479
2019-09-23,medium,187989,13292,130443,157565,8000,104450,7808,442,5418,1187892,66931,820363,2019,9,23,331724,13668,270015,2075186
2019-09-23,long,5008,4391,177599,2571,2217,142418,128,90,4525,19488,15889,698581,2019,9,23,186998,4743,147206,733958
2019-09-30,short,721243,403230,154727,701303,364595,124116,34880,15600,7483,5399063,2481734,1151353,2019,9,30,1279200,57963,1190014,9032150
2019-09-30,medium,153525,12817,124336,126735,7757,99969,6327,423,5124,1031752,64373,775142,2019,9,30,290678,11874,234461,1871267
2019-09-30,long,4312,4599,185785,2169,2332,149566,108,92,4663,17714,14362,735863,2019,9,30,194696,4863,154067,767939
2019-10-07,short,613392,333712,134269,595915,300450,107883,29661,12909,6493,4456087,1957876,989589,2019,10,7,1081373,49063,1004248,7403552
2019-10-07,medium,130415,12236,122724,106232,7415,99210,5301,398,4989,843221,63983,806631,2019,10,7,265375,10688,212857,1713835
2019-10-07,long,3823,4733,191597,1881,2391,153756,93,92,4674,14885,13931,723059,2019,10,7,200153,4859,158028,751875
2019-10-14,short,511796,298532,111977,496780,270891,89888,24755,11552,5416,3721736,1817845,892570,2019,10,14,922305,41723,857559,6432151
2019-10-14,medium,124575,12858,122863,99868,7760,98325,4985,412,4917,829554,62042,748742,2019,10,14,260296,10314,205953,1640338
2019-10-14,long,2492,4709,192948,1165,2383,155325,58,88,4508,9319,13794,743467,2019,10,14,200149,4654,158873,766580
2019-10-21,short,433666,248360,91733,423002,225949,73686,20978,9611,4437,3175531,1545889,681534,2019,10,21,773759,35026,722637,5402954
2019-10-21,medium,123396,14159,141389,97789,8560,113971,4878,448,5590,755588,67440,861356,2019,10,21,278944,10916,220320,1684384
2019-10-21,long,1282,4076,186032,563,2069,152229,28,72,4085,4629,11230,619878,2019,10,21,191390,4185,154861,635737
2019-10-28,short,372375,196061,75919,364288,177024,60882,18007,7585,3671,2732719,1225666,607260,2019,10,28,644355,29263,602194,4565645
2019-10-28,medium,132355,15898,175418,104052,9590,142849,5200,500,6892,814766,82861,1093107,2019,10,28,323671,12592,256491,1990734
2019-10-28,long,576,3342,167350,231,1673,136624,12,54,3355,1922,8168,507781,2019,10,28,171268,3421,138528,517871
2019-11-04,short,304929,177639,69031,295160,160718,55496,14728,6864,3334,2273712,1056066,527613,2019,11,4,551599,24926,511374,3857391
2019-11-04,medium,167531,17517,166160,134458,10602,133221,6698,560,6644,1088497,84527,1074779,2019,11,4,351208,13902,278281,2247803
2019-11-04,long,538,3810,174622,211,1910,141236,11,60,3413,1740,9712,513187,2019,11,4,178970,3484,143357,524639
2019-11-11,short,276378,169705,66915,267017,154260,54145,13324,6545,3226,2054314,985335,498366,2019,11,11,512998,23095,475422,3538015
2019-11-11,medium,192481,17328,154622,159039,10596,124307,7898,569,6344,1281658,91101,1066617,2019,11,11,364431,14811,293942,2439376
2019-11-11,long,766,4632,199978,308,2331,161155,15,74,3999,2281,11863,603137,2019,11,11,205376,4088,163794,617281
2019-11-18,short,292321,176120,77058,282130,159548,62954,14066,6780,3708,2225079,1043294,568713,2019,11,18,545499,24554,504632,3837086
2019-11-18,medium,211358,14512,144453,177644,8727,115770,8880,488,6069,1352896,78748,932689,2019,11,18,370323,15437,302141,2364333
2019-11-18,long,1068,5075,228147,440,2539,183694,22,84,4695,3413,13544,706018,2019,11,18,234290,4801,186673,722975
2019-11-25,short,357281,217204,84811,344779,196961,68377,17179,8355,4078,2583560,1304293,631724,2019,11,25,659296,29612,610117,4519577
2019-11-25,medium,217210,13871,127981,186959,8465,103109,9295,475,5476,1443697,77184,843240,2019,11,25,359062,15246,298533,2364121
2019-11-25,long,1515,5978,255765,651,3050,208690,32,102,5431,4885,16076,846043,2019,11,25,263258,5565,212391,867004
2019-12-02,short,463605,275815,105749,448378,249990,85023,22293,10610,5085,3744394,1633448,800625,2019,12,2,845169,37988,783391,6178467
2019-12-02,medium,189267,10926,120979,165176,6676,99836,8165,377,5219,1258492,62049,823696,2019,12,2,321172,13761,271688,2144237
2019-12-02,long,1949,5608,281959,859,2819,231317,43,98,6187,6853,15206,930733,2019,12,2,289516,6328,234995,952792
2019-12-09,short,589356,347176,144735,569086,313777,117259,28346,13358,6961,4262417,2011347,1110101,2019,12,9,1081267,48665,1000122,7383865
2019-12-09,medium,141055,8507,88614,120373,5111,71352,5990,289,3763,918966,45165,639342,2019,12,9,238176,10042,196836,1603473
2019-12-09,long,2630,5876,304188,1190,2940,249296,59,106,6882,9141,16019,1055498,2019,12,9,312694,7047,253426,1080658
2019-12-16,short,733477,430599,165911,707888,388810,132973,35373,16613,8001,5700041,2616076,1291206,2019,12,16,1329987,59987,1229671,9607323
2019-12-16,medium,46015,5088,54822,36380,3055,44302,1807,160,2153,290961,25460,328086,2019,12,16,105925,4120,83737,644507
2019-12-16,long,3962,7834,320226,1843,3968,257922,92,145,7429,13953,21937,1127870,2019,12,16,332022,7666,263733,1163760
2019-12-23,short,743274,396015,158024,729358,359190,127780,36404,15517,7740,6285779,2482793,1177994,2019,12,23,1297313,59661,1216328,9946566
2019-12-23,medium,50991,7070,67852,39660,4296,54693,1978,219,2632,309593,33083,427804,2019,12,23,125913,4829,98649,770480
2019-12-23,long,4834,7386,334107,2294,3695,269194,114,140,7897,17454,22356,1285113,2019,12,23,346327,8151,275183,1324923
2019-12-30,short,131594,75280,29161,127635,68092,23428,6376,2918,1413,1051524,466861,221686,2019,12,30,236035,10707,219155,1740071
2019-12-30,medium,71525,8327,84511,56156,4997,67749,2772,258,3275,417442,42194,496956,2019,12,30,164363,6305,128902,956592
2019-12-30,long,5453,7773,342602,2626,3912,276803,130,149,8195,20947,23108,1255200,2019,12,30,355828,8474,283341,1299255
2019-01-01,short,110658,62984,23897,107515,57033,19170,5359,2440,1157,815380,374662,173965,2019,1,1,197539,8956,183718,1364007
2019-01-01,medium,61201,8115,81676,47501,4893,65722,2373,252,3167,371986,39742,512900,2019,1,1,150992,5792,118116,924628
2019-01-01,long,4945,7970,301992,2378,4068,242810,118,153,7231,19093,23636,1190356,2019,1,1,314907,7502,249256,1233085
2019-01-08,short,83516,49606,18759,80882,45013,15074,4028,1914,905,624390,303750,143804,2019,1,8,151881,6847,140969,1071944
2019-01-08,medium,84549,10527,103994,65951,6329,83245,3296,328,4054,540284,52480,643800,2019,1,8,199070,7678,155525,1236564
2019-01-08,long,5564,7989,306832,2699,4054,245667,134,153,7368,22797,24012,1133153,2019,1,8,320385,7655,252420,1179962
2019-01-15,short,81651,53920,19620,78763,49384,15836,3924,2073,943,596789,327656,145540,2019,1,15,155191,6940,143983,1069985
2019-01-15,medium,109015,13347,133048,85867,8086,107440,4281,419,5225,662219,67410,803038,2019,1,15,255410,9925,201393,1532667
2019-01-15,long,4973,7297,312491,2384,3670,251340,119,139,7464,18878,21464,1207338,2019,1,15,324761,7722,257394,1247680
2019-01-22,short,104077,73385,26450,99935,67453,21400,4996,2818,1270,797949,425139,192100,2019,1,22,203912,9084,188788,1415188
2019-01-22,medium,140968,15974,158932,111981,9665,128158,5578,506,6289,858543,78634,961161,2019,1,22,315874,12373,249804,1898338
2019-01-22,long,4529,7614,316988,2139,3837,254599,107,144,7478,16803,21604,1144308,2019,1,22,329131,7729,260575,1182715
2019-01-29,short,157900,94175,42422,152058,85017,34663,7580,3617,2037,1143125,569335,315137,2019,1,29,294497,13234,271738,2027597
2019-01-29,medium,176665,19198,180004,141033,11613,144036,7040,612,7173,1077101,96177,1177232,2019,1,29,375867,14825,296682,2350510
2019-01-29,long,4193,7677,322335,1955,3860,258564,97,142,7473,15486,23120,1224949,2019,1,29,334205,7712,264379,1263555
2019-02-05,short,228588,137792,57401,221522,125345,46802,10979,5295,2757,1660325,805902,427948,2019,2,5,423781,19031,393669,2894175
2019-02-05,medium,192627,21071,215942,154984,12857,176242,7722,676,8656,1221151,107225,1340092,2019,2,5,429640,17054,344083,2668468
2019-02-05,long,3584,8353,328619,1637,4241,264039,81,152,7471,12593,23000,1173186,2019,2,5,340556,7704,269917,1208779
2019-02-12,short,314579,189461,82742,302539,171019,67341,15121,7286,3977,2302079,1094821,635308,2019,2,12,586782,26384,540899,4032208
2019-02-12,medium,225415,22979,223636,181596,13915,179985,9078,740,9006,1365099,114701,1395115,2019,2,12,472030,18824,375496,2874915
2019-02-12,long,3140,7923,338015,1404,3978,271336,70,141,7534,10953,22013,1233969,2019,2,12,349078,7745,276718,1266935
2019-02-19,short,415663,252929,100041,400086,228793,80588,20003,9737,4814,3075161,1469450,740064,2019,2,19,768633,34554,709467,5284675
2019-02-19,medium,252459,24102,225964,205452,14624,181360,10207,780,9136,1637911,117382,1470678,2019,2,19,502525,20123,401436,3225971
2019-02-19,long,2916,8387,349281,1288,4227,280565,64,147,7650,9804,23953,1216245,2019,2,19,360584,7861,286080,1250002
2019-02-26,short,497212,303939,131162,479267,275488,107029,23946,11710,6317,3657432,1838668,979819,2019,2,26,932313,41973,861784,6475919
2019-02-26,medium,263416,23943,232003,214142,14423,185635,10696,778,9420,1621894,124278,1441798,2019,2,26,519362,20894,414200,3187970
2019-02-26,long,2919,8458,366134,1280,4235,293613,63,147,7934,10631,22700,1257836,2019,2,26,377511,8144,299128,1291167
2019-03-05,short,588578,345289,132614,569869,312753,106576,28362,13311,6390,4285181,2052086,982545,2019,3,5,1066481,48063,989198,7319812
2019-03-05,medium,269089,24391,228825,219756,14755,183126,10978,796,9335,1768375,120564,1404944,2019,3,5,522305,21109,417637,3293883
2019-03-05,long,2781,8737,389171,1205,4370,312864,60,151,8418,9418,23429,1290483,2019,3,5,400689,8629,318439,1323330
2019-03-12,short,645383,375485,150686,622763,338606,121230,31113,14481,7264,4734159,2181132,1172516,2019,3,12,1171554,52858,1082599,8087807
2019-03-12,medium,257191,22910,234902,211048,13895,190586,10530,750,9618,1690805,113446,1450608,2019,3,12,515003,20898,415529,3254859
2019-03-12,long,2920,9758,414836,1272,4941,335671,63,170,9015,9475,26527,1365032,2019,3,12,427514,9248,341884,1401034
2019-03-19,short,721834,370494,155620,706262,333505,125689,34810,14294,7505,5640987,2166849,1169713,2019,3,19,1247948,56609,1165456,8977549
2019-03-19,medium,260345,22556,217557,214187,13668,175013,10675,740,8921,1602629,115731,1341262,2019,3,19,500458,20336,402868,3059622
2019-03-19,long,3134,9091,443930,1379,4568,362680,69,159,9735,10631,25396,1467242,2019,3,19,456155,9963,368627,1503269
2019-03-26,short,672850,463054,160178,649387,426512,129203,32458,17870,7727,5350383,3021548,1236432,2019,3,26,1296082,58055,1205102,9608363
2019-03-26,medium,238055,19870,223033,195281,11950,181473,9752,651,9137,1562717,100268,1408157,2019,3,26,480958,19540,388704,3071142
2019-03-26,long,4113,10423,471080,1833,5219,379800,91,185,10463,13940,27783,1718959,2019,3,26,485616,10739,386852,1760682
2019-04-02,short,750936,402717,162717,734307,364291,131428,36235,15546,7852,5700574,2453967,1189830,2019,4,2,1316370,59633,1230026,9344371
2019-04-02,medium,231357,21182,207133,188963,12831,166855,9441,691,8452,1500621,106274,1293666,2019,4,2,459672,18584,368649,2900561
2019-04-02,long,5096,11501,497476,2311,5774,399976,115,207,11217,17630,32056,1802579,2019,4,2,514073,11539,408061,1852265
2019-04-09,short,736925,410486,160199,717811,371637,128944,35574,15853,7733,5450585,2435701,1213613,2019,4,9,1307610,59160,1218392,9099899
2019-04-09,medium,211807,21246,209202,171797,12928,169422,8584,689,8478,1311914,109587,1336832,2019,4,9,442255,17751,354147,2758333
2019-04-09,long,5630,12074,520718,2590,6111,421868,129,221,11932,20210,33155,1950716,2019,4,9,538422,12282,430569,2004081
2019-04-16,short,697804,403521,154594,677996,366122,124414,33720,15599,7470,5327340,2525501,1210270,2019,4,16,1255919,56789,1168532,9063111
2019-04-16,medium,217441,22238,205024,175512,13498,164277,8754,716,8254,1364132,112734,1265056,2019,4,16,444703,17724,353287,2741922
2019-04-16,long,7050,13888,534939,3289,7052,428739,164,259,12471,25102,38967,2118242,2019,4,16,555877,12894,439080,2182311
2019-04-23,short,636256,353481,151796,617725,318876,123205,30741,13663,7334,4784131,2116817,1137160,2019,4,23,1141533,51738,1059806,8038108
2019-04-23,medium,208863,26268,231993,167355,16242,188345,8368,842,9294,1362834,127772,1476269,2019,4,23,467124,18504,371942,2966875
2019-04-23,long,7800,11851,545410,3709,5938,441023,185,225,12945,28017,35008,2011027,2019,4,23,565061,13355,450670,2074052
2019-04-30,short,542214,370080,121452,523887,340901,97331,26174,14292,5863,4154154,2201798,879982,2019,4,30,1033746,46329,962119,7235934
2019-04-30,medium,247448,23870,232788,199582,14373,186330,9884,763,9299,1530179,119229,1482716,2019,4,30,504106,19946,400285,3132124
2019-04-30,long,9398,13521,543288,4547,6846,436477,227,261,13130,34658,41719,1982776,2019,4,30,566207,13618,447870,2059153
2019-05-07,short,539629,339134,118371,526458,312194,95534,26035,13089,5711,3935658,2061669,868832,2019,5,7,997134,44835,934186,6866159
2019-05-07,medium,256650,26574,269846,206023,16067,217978,10244,849,10770,1655901,128582,1653196,2019,5,7,553070,21863,440068,3437679
2019-05-07,long,10481,13692,535853,5157,6966,431173,258,269,13181,38824,42233,2086528,2019,5,7,560026,13708,443296,2167585
2019-05-14,short,559181,312601,131818,543091,282319,106868,26969,12061,6357,4249280,1837222,958691,2019,5,14,1003600,45387,932278,7045193
2019-05-14,medium,292232,29761,292698,234006,17912,234426,11676,951,11695,1829591,153943,1758656,2019,5,14,614691,24322,486344,3742190
2019-05-14,long,11998,14401,519449,6017,7388,417189,300,288,12999,46473,45157,1980158,2019,5,14,545848,13587,430594,2071788
2019-05-21,short,571998,346626,121300,556797,316936,97268,27567,13364,5846,4431488,2044807,884743,2019,5,21,1039924,46777,971001,7361038
2019-05-21,medium,324516,36571,322208,260334,22332,258252,12993,1171,12900,2087149,176315,2037534,2019,5,21,683295,27064,540918,4300998
2019-05-21,long,12875,11545,499922,6581,5821,403742,327,235,12711,50507,37117,1999469,2019,5,21,524342,13273,416144,2087093
2019-05-28,short,612495,377246,138600,591337,342805,111129,29501,14536,6676,4672731,2280365,1029506,2019,5,28,1128341,50713,1045271,7982602
2019-05-28,medium,339102,35526,376575,272216,21511,306284,13611,1141,15115,2285023,178075,2412683,2019,5,28,751203,29867,600011,4875781
2019-05-28,long,14104,12254,470159,7282,6217,376282,364,253,12133,55701,39300,2000729,2019,5,28,496517,12750,389781,2095730
2019-06-04,short,691207,431463,154232,667685,392938,123512,33289,16624,7428,5085754,2828937,1118166,2019,6,4,1276902,57341,1184135,9032857
2019-06-04,medium,390418,38703,383124,316170,23478,309533,15712,1246,15419,2424593,192199,2359349,2019,6,4,812245,32377,649181,4976141
2019-06-04,long,14460,10901,438436,7586,5521,352364,378,228,11474,64976,36422,1737947,2019,6,4,463797,12080,365471,1839345
2019-06-11,short,809240,465643,183066,781536,419683,146823,38980,17944,8818,6162421,2717209,1348706,2019,6,11,1457949,65742,1348042,10228336
2019-06-11,medium,421483,39939,401887,340451,24030,322696,17007,1289,16217,2701370,199518,2443513,2019,6,11,863309,34513,687177,5344401
2019-06-11,long,13786,8883,404551,7327,4468,327999,365,188,10723,57131,31070,1623997,2019,6,11,427220,11276,339794,1712198
2019-06-18,short,901381,539472,203093,868912,487718,162503,43433,20796,9786,6818275,3213664,1514307,2019,6,18,1643946,74015,1519133,11546246
2019-06-18,medium,459206,45868,399161,375143,28096,320428,18579,1485,16150,2929632,231751,2467520,2019,6,18,904235,36214,723667,5628903
2019-06-18,long,15354,8958,363680,8271,4511,290981,411,192,9738,63539,29674,1514205,2019,6,18,387992,10341,303763,1607418
2019-06-25,short,1002400,588644,223684,968268,531996,179128,48311,22696,10780,7467017,3419194,1682754,2019,6,25,1814728,81787,1679392,12568965
2019-06-25,medium,468467,45068,419602,380535,27320,336181,19004,1463,17022,2977864,222021,2628335,2019,6,25,933137,37489,744036,5828220
2019-06-25,long,13720,7869,326177,7427,3974,262367,369,169,8782,56601,26950,1352348,2019,6,25,347766,9320,273768,1435899
2019-07-02,short,1093582,633354,242471,1059429,573081,194584,52712,24423,11687,8054939,3949895,1881912,2019,7,2,1969407,88822,1827094,13886746
2019-07-02,medium,479757,46872,420016,390633,28536,336352,19510,1525,17081,3342090,245832,2578297,2019,7,2,946645,38116,755521,6166219
2019-07-02,long,11920,6686,289994,6447,3364,233731,320,144,7785,49758,22785,1218992,2019,7,2,308600,8249,243542,1291535
2019-07-09,short,1155519,706516,254427,1123067,645719,204663,55711,27251,12267,8707846,4093599,1883978,2019,7,9,2116462,95229,1973449,14685423
2019-07-09,medium,480117,47504,415263,392135,29056,333069,19574,1549,16930,3261956,257603,2824296,2019,7,9,942884,38053,754260,6343855
2019-07-09,long,9251,5473,258664,4948,2741,209777,245,116,6839,39189,18592,1026651,2019,7,9,273388,7200,217466,1084432
2019-07-16,short,1237312,702307,294902,1195539,632219,238184,59675,27098,14223,9388367,4141600,2254221,2019,7,16,2234521,100996,2065942,15784188
2019-07-16,medium,485988,42149,394142,399815,25544,315874,19876,1379,16119,3068915,214904,2426966,2019,7,16,922279,37374,741233,5710785
2019-07-16,long,7049,5314,233118,3652,2658,187039,181,109,5985,27921,17383,917667,2019,7,16,245481,6275,193349,962971
2019-07-23,short,1275753,733738,296520,1238074,664497,239784,61546,28318,14305,9529001,4313117,2173653,2019,7,23,2306011,104169,2142355,16015771
2019-07-23,medium,473352,42991,369794,392528,26414,297333,19432,1412,15181,2949385,216232,2278669,2019,7,23,886137,36025,716275,5444286
2019-07-23,long,4506,5180,217059,2223,2601,173814,111,102,5340,16899,15329,839604,2019,7,23,226745,5553,178638,871832
2019-07-30,short,1250547,765903,315040,1208434,696115,256240,60340,29565,15201,9589337,4698019,2469095,2019,7,30,2331490,105106,2160789,16756451
2019-07-30,medium,428685,33360,373847,354067,20024,303536,17666,1100,15406,2929324,165872,2336905,2019,7,30,835892,34172,677627,5432101
2019-07-30,long,2788,4707,209825,1309,2359,169021,65,88,4895,9786,13334,790001,2019,7,30,217320,5048,172689,813121
2019-08-06,short,1248916,788083,290448,1209481,720514,234396,60273,30426,14017,9431249,4741985,2242957,2019,8,6,2327447,104716,2164391,16416191
2019-08-06,medium,406683,35927,330802,337915,22042,267860,16816,1188,13679,2657942,183030,2106176,2019,8,6,773412,31683,627817,4947148
2019-08-06,long,2349,4487,194384,1086,2249,156053,54,83,4483,8183,13712,719295,2019,8,6,201220,4620,159388,741190
2019-08-13,short,1258465,745770,288198,1218374,676301,232066,60746,28799,13911,9309452,4324531,2204194,2019,8,13,2292433,103456,2126741,15838177
2019-08-13,medium,370375,26961,302273,308756,16198,245665,15359,894,12535,2324841,142295,1881318,2019,8,13,699609,28788,570619,4348454
2019-08-13,long,2382,4392,177331,1115,2220,142304,56,82,4145,8581,12407,650983,2019,8,13,184105,4283,145639,671971
2019-08-20,short,1232385,723301,267182,1195219,656284,214050,59504,27939,12900,9115095,4329989,2011225,2019,8,20,2222868,100343,2065553,15456309
2019-08-20,medium,340683,24573,252488,284005,14747,202746,14152,817,10489,2266494,125907,1580190,2019,8,20,617744,25458,501498,3972591
2019-08-20,long,2259,3607,165255,1077,1824,134775,54,69,3934,8180,10825,591068,2019,8,20,171121,4057,137676,610073
